timestamp,id,evento,usuarie,puntos,estado,texto ingresado,respuesta,nivel
1657304753,3a7a490d-62e3-45b7-892a-2f9340bc815e,inicio_partida,we,0,nueva,-,-,Experto
1657304758,3a7a490d-62e3-45b7-892a-2f9340bc815e,Intento,we,10.0,BIEN!,Eminem,Eminem,Experto
1657304762,3a7a490d-62e3-45b7-892a-2f9340bc815e,Intento,we,9.0,MAL!,M.O,K'NAAN,Experto
1657304763,3a7a490d-62e3-45b7-892a-2f9340bc815e,Intento,we,8.0,MAL!,M.O,Rihanna,Experto
1657304765,3a7a490d-62e3-45b7-892a-2f9340bc815e,Intento,we,7.0,MAL!,The Wanted,The 1975,Experto
1657304766,3a7a490d-62e3-45b7-892a-2f9340bc815e,Intento,we,6.0,MAL!,Alesso,Nico & Vinz,Experto
1657304769,3a7a490d-62e3-45b7-892a-2f9340bc815e,Intento,we,5.0,MAL!,Lil Pump,Rihanna,Experto
1657304771,3a7a490d-62e3-45b7-892a-2f9340bc815e,Intento,we,4.0,MAL!,Rihanna,Kiiara,Experto
1657304772,3a7a490d-62e3-45b7-892a-2f9340bc815e,Intento,we,3.0,MAL!,Anne-Marie,Iyaz,Experto
1657304775,3a7a490d-62e3-45b7-892a-2f9340bc815e,Intento,we,2.0,MAL!,Selena Gomez & The Scene,Neon Trees,Experto
1657304777,3a7a490d-62e3-45b7-892a-2f9340bc815e,Intento,we,1.0,MAL!,Katy Perry,John Legend,Experto
1657304778,3a7a490d-62e3-45b7-892a-2f9340bc815e,Intento,we,0.0,MAL!,CHVRCHES,Sheck Wes,Experto
1657304780,3a7a490d-62e3-45b7-892a-2f9340bc815e,Intento,we,-1.0,MAL!,Young T & Bugsey,Disclosure,Experto
